Year,Banks,Gross_NPAs_Addition_during_the_Year,Gross_NPAs_Closing_Balance,Net_NPA_Closing_Balance,Cash_in_hand,Balances_with_RBI,Money_at_call_and_short_notice,Advances,Total_Assets,Deposits,Credit_-_Deposit_Ratio,Ratio_of_demand_&_savings_bank_deposits_to_total_deposits,Ratio_of_priority_sector_advances_to_total_advances,Ratio_of_net_interest_income_to_total_assets_(Net_Interest_Margin),Return_on_assets,Return_on_equity,Cost_of_deposits,Business_per_employee(in_Rupees_Lakh),Capital_adequacy_ratio,Ratio_of_net_NPA_To_net_advances,Interest_Expended,Operating_Expenses,Net_Interest_Income,Provisions_and_Contingencies,Operating_Profit,Profit_(Loss)_during_the_year,Category,PCR,Credit_Growth_(%),GDP,Growth_rate,Repo_rate,GNPA_Ratio,Next_Year,Next_GNPA_Ratio,Consecutive_Year,Delta_GNPA_Ratio,Deterioration_Flag,Credit_Growth_Recorded_ORIGINAL,PCR_FLAG,PCR_flow_over_stock_check,GDP_ORIGINAL,Growth_rate_ORIGINAL,Real_GDP_Growth_pct,GVA_Growth_pct,Investment_Rate_pct_of_GDP,PCR_stock_based,PCR_ORIGINAL_UNRELIABLE
2021,JAMMU & KASHMIR BANK LTD,7671.62,6954.75,1969.33,517.9363,3167.3963,5699.7645,66841.7318,120291.9459,108061.1496,61.8554698403838,56.8427602587711,39.3376763167587,3.291,0.38,6.538,4.023,1448,12.2,2.95,4340.3084,2878.5405,3770.7791,1152.1945,1584.3185,432.124,Private Sector Bank,71.6836694345591,3.79300997562406,-1.2,7.3,4,10.404802228658,2022,9.26204187672916,TRUE,-1.14276035192883,0,23.0984207234284,OK,16.5670153492218,-1.2,7.3,-5.777724706874,-4.145902641222,32.071601,71.6836694345591,16.5670153492218
2022,JAMMU & KASHMIR BANK LTD,6954.75,6520.54,1750.1,616.0287,7134.1741,974.5959,70400.675,130602.4124,114710.3799,61.372541,56.555135,40.912886,3.11783,0.42,6.759928,3.503026,1387,13.23,2.49,4102.2458,3592.7774,3911.2296,560.8975,1062.4596,501.5621,Private Sector Bank,73.160198388477,5.32443296150507,18.9,4.2,4,9.26204187672916,2023,6.32484833925922,TRUE,-2.93719353746995,0,5.32443296150506,OK,8.60200995623062,18.9,4.2,9.689592491912,9.375448587977,36.663675,73.160198388477,8.60200995623062
2023,JAMMU & KASHMIR BANK LTD,6520.54,5204.43,1334.24,637.3076,7156.7501,1020.1728,82285.4513,145962.2588,122037.7383,67.426234,54.096364,30.860137,3.431589,0.89,13.336152,3.676168,1557,15.38,1.62,4609.8253,3643.6014,4745.2809,661.1102,1858.4902,1197.38,Private Sector Bank,74.3633788906758,16.8816226548964,14,6.7,6.5,6.32484833925922,2024,4.21936225212723,TRUE,-2.10548608713199,0,13.2607518212038,OK,12.7028358533019,14,6.7,7.609364977704,7.214814133485,35.24891,74.3633788906758,12.7028358533019
2024,JAMMU & KASHMIR BANK LTD,5204.43,3956.18,736.83,615.6011,6634.479,857.9411,93762.5111,154526.5896,134776.317,69.568982,50.507843,37.546374,3.46348,1.22,15.936467,4.428194,1781,15.33,0.79,6008.6768,3752.2857,5203.6855,509.6105,2276.8787,1767.2682,Private Sector Bank,81.3752154856452,13.9478603066251,12,7,6.5,4.21936225212723,2025,3.4595818683925,TRUE,-0.759780383734721,0,22.3399938788297,OK,12.8813779959456,12,7,9.190754930285,8.559254114773,34.642678,81.3752154856452,12.8813779959456
2025,JAMMU & KASHMIR BANK LTD,3956.18,3604.84,818.03,645.9639,6739.5132,2328.032,104198.7193,169468.4659,148569.4591,70.134683,47.010615,34.515237,3.576487,1.32,15.724041,4.544251,2018,16.29,0.79,6742.0429,4000.8392,5793.8201,847.3304,2929.793,2082.4626,Private Sector Bank,77.3074533127684,11.1304700328146,9.8,6.7,6.25,3.4595818683925,,,FALSE,,,-20.3298931371552,OK,23.5053539130724,9.8,6.7,6.49476552384,6.414086697106,,77.3074533127684,23.5053539130724
2005,KARNATAKA BANK LTD,598.4682,501.7795,143.2954,71.0027,616.6751,,6287.4406,12526.7181,10837.0581,58.017965,21.602373,33.307453,2.743237,1.27,17.557216,5.085833,380.9,14.16,2.29,523.04,197.33,316.89,193.5619,340.7083,147.1464,Private Sector Bank,71.4425559433975,,14.1,2.6,6,7.98066386503914,2006,5.32793926275017,TRUE,-2.65272460228896,0,2.64268422135894,OK,38.5750912502404,14.1,2.6,7.92293807295951,7.05093547208952,29.739689583569,71.4425559433975,38.5750912502404
2006,KARNATAKA BANK LTD,501.78,415.13,91.52,79.7726,455.616,274.8785,7791.5678,14953.2729,13243.1604,58.834656,20.877976,35.579488,2.663545,1.28,16.852032,5.301811,478.29,11.78,1.18,652.0663,204.4811,365.971,152.2575,328.2914,176.0339,Private Sector Bank,77.9538939609279,23.9227262043637,14,3.9,6.5,5.32793926275017,2007,4.05467370470563,TRUE,-1.27326555804455,0,26.9462338790684,OK,36.6770650157782,14,3.9,7.92342866735518,8.28129114504204,32.8676900977815,77.9538939609279,36.6770650157782
2007,KARNATAKA BANK LTD,415.13,387.33,116.04,87.927,738.8967,100,9552.6799,16222.5162,14037.4354,68.051461,23.369653,32.021336,2.6935,1.15,15.068307,6.008357,524,11.03,1.22,836.3905,237.5452,419.8599,179.553,356.5874,177.0344,Private Sector Bank,70.041050267214,22.6027950369629,17.1,7.8,7.75,4.05467370470563,2008,3.50093054082602,TRUE,-0.553743163879606,0,26.6091014960172,OK,46.3565951514213,17.1,7.8,8.06072889963741,8.05441849702261,33.498253505701,70.041050267214,46.3565951514213
2008,KARNATAKA BANK LTD,387.34,379.57,106.48,118.504,1363.7019,,10841.9746,19339.8178,17016.1923,63.715633,22.141615,36.588067,2.579997,1.37,18.46598,6.89396,589,12.17,0.98,1101.71,305.59,458.75,148.8585,390.5995,241.741,Private Sector Bank,71.94720341439,13.4966806539807,15.1,7.5,7.75,3.50093054082602,2009,3.75273760599557,TRUE,0.251807065169551,0,16.4811833566678,OK,39.2176673604342,15.1,7.5,7.66082415755608,7.3833652744116,38.7091453329433,71.94720341439,39.2176673604342
2009,KARNATAKA BANK LTD,379.57,443.2,116.1,127.6689,1237.3141,,11810.045,22857.806,20333.2853,58.082326,19.949768,37.020672,2.393171,1.25,18.102373,7.533639,649,13.48,0.98,1443.83,346.51,504.93,213.5087,480.2137,266.705,Private Sector Bank,73.8041516245487,8.92891226659027,12.6,10.2,5,3.75273760599557,2010,3.8075094096862,TRUE,0.0547718036906297,0,26.1832222747194,OK,48.17434566787,12.6,10.2,3.08669937408871,4.31239885000613,34.63759214019,73.8041516245487,48.17434566787
2010,KARNATAKA BANK LTD,443.2,549.64,188.61,146.6204,1596.4775,,14435.6833,27021.5701,23730.6488,60.831389,23.261747,36.388705,1.075312,0.67,9.831217,7.543355,727,12.37,1.31,1707.79,386.05,268.18,93.7204,260.8401,167.1197,Private Sector Bank,65.6848118768649,22.2322463631595,15.5,13.9,5,3.8075094096862,2011,4.04753937223072,TRUE,0.240029962544515,0,9.97064322284889,OK,17.0512335346772,15.5,13.9,7.86188237155002,6.85655166937235,36.237403409036,65.6848118768649,17.0512335346772
2011,KARNATAKA BANK LTD,549.64,702.17,280.34,174.1408,1765.6647,,17348.0709,31693.0075,27336.4463,63.461325,24.884838,35.959987,2.086311,0.72,9.602025,6.597947,771,13.33,1.62,1758.36,548.95,612.48,150.6761,355.2874,204.6113,Private Sector Bank,60.0751954654856,20.174920296291,19.9,10,6.75,4.04753937223072,2012,3.30452183650587,TRUE,-0.743017535724852,0,30.6342374959159,OK,21.4586353732002,19.9,10,8.49758687599316,8.02988178640115,40.1198616832315,60.0751954654856,21.4586353732002
2012,KARNATAKA BANK LTD,702.17,684.72,435.2,208.0336,1496.7166,24.9604,20720.6983,36321.5712,31608.3243,65.554561,24.559617,36.53483,2.152836,0.73,9.789363,7.6981,859,12.84,2.11,2368.8742,568.1856,732.1212,264.1374,510.2076,246.0702,Private Sector Bank,36.441173034233,19.4409362253644,14.4,8.2,8.5,3.30452183650587,2013,2.5343864663969,TRUE,-0.770135370108969,0,66.1497374789722,OK,38.5759726603575,14.4,8.2,5.24131422482317,5.22332743548782,38.9523817758518,36.441173034233,38.5759726603575
2013,KARNATAKA BANK LTD,684.72,638.86,377.75,273.6799,1444.2759,69.8899,25207.6788,41526.38,36056.2213,69.912148,24.911998,37.141918,2.321787,0.89,12.761264,8.058144,966,13.22,1.51,2860.5563,666.0358,903.7318,287.2552,635.3373,348.0821,Private Sector Bank,40.8712393951727,21.6545814964161,13.8,11.2,7.5,2.5343864663969,2014,2.94911118045783,TRUE,0.414724714060931,0,48.8840500816549,OK,44.9637166202298,13.8,11.2,5.45638755164234,5.41917342231536,39.5016796432622,40.8712393951727,44.9637166202298
2014,KARNATAKA BANK LTD,638.86,835.94,538.04,300.9119,1851.8215,99.8656,28345.4895,47028.8006,40582.8287,69.846017,25.398866,38.391307,2.385105,0.71,10.52698,7.766117,959,13.2,1.91,3132.761,874.601,1056.0672,376.0136,687.0479,311.0343,Private Sector Bank,35.6365289374836,12.4478367282274,13,11.9,8,2.94911118045783,2015,2.98046202518084,TRUE,0.0313508447230144,0,33.8194704656107,OK,44.9809316458119,13,11.9,6.38610640092723,6.05378518913893,35.1811624629026,35.6365289374836,44.9809316458119
2015,KARNATAKA BANK LTD,835.94,944.21,623.55,485.3653,2003.0797,,31679.9876,51836.5993,46008.6055,68.856657,24.937335,39.732659,2.364521,0.91,14.017454,7.872064,1052,12.41,1.98,3529.57,902.47,1168.85,321.9249,773.3751,451.4502,Private Sector Bank,33.9606655299139,11.7637696819453,11,6.5,7.5,2.98046202518084,2016,3.48175443281554,TRUE,0.501292407634693,1,10.6214563766076,OK,34.0946293727031,11,6.5,7.41022760516221,7.15478063868049,34.7632630741904,33.9606655299139,34.0946293727031
2016,KARNATAKA BANK LTD,944.21,1180.4,795.47,516.4142,2129.2095,199.9179,33902.4484,56500.3349,50488.2095,67.1492388732859,26.264965882777,42.7176660786541,2.40522331487575,0.76,11.7319842336156,7.4365474135079,1083,12.03,2.35,3689.3377,991.201,1302.8726,439.2399,854.5313,415.2914,Private Sector Bank,32.6101321585903,7.01534618024915,10.5,5.1,6.75,3.48175443281554,2017,4.28432906396177,TRUE,0.802574631146236,1,29.0115357589682,OK,37.2111064046086,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,32.6101321585903,37.2111064046086
2017,KARNATAKA BANK LTD,1180.4,1581.59,974.73,380.9212,2548.3475,175,36915.6985,64038.599,56733.1082,65.0690569779147,29.0361679848875,42.4373281193636,2.47326461545882,0.74,10.240070555905,6.71763950910669,1137,13.3,2.64,3694.7773,1304.1613,1490.6234,543.5393,995.8006,452.2613,Private Sector Bank,38.3702476621627,8.8880014341383,11.8,4.4,6.25,4.28432906396177,2018,5.02853326025019,TRUE,0.744204196288414,1,16.9317230094484,OK,34.366637371253,11.8,4.4,8.256306,7.972023,34.943218,38.3702476621627,34.366637371253
2018,KARNATAKA BANK LTD,1581.59,2376.07,1400.51,430.159,3115.661,,47251.7507,70373.6754,62871.285,75.1563304297025,27.9840216404039,40.4425197308086,2.76411169782274,0.49,6.17106085519037,5.80785422186315,1345,12.04,2.96,3566.1,1338.83,1857.65,1147.5642,1473.172,325.6078,Private Sector Bank,41.0577129461674,27.9990698266213,11,2.2,6,5.02853326025019,2019,4.48013970037062,TRUE,-0.548393559879568,0,57.9925935241507,OK,48.2967336820885,11,2.2,6.795383,6.231181,37.452479,41.0577129461674,48.2967336820885
2019,KARNATAKA BANK LTD,2376.07,2456.38,1616.71,411.2275,3000.4337,,54828.201,79045.7552,68452.1228,80.0971522244742,28.0606571634328,36.6874718358897,2.55003822775911,0.64,8.52569054031327,5.82182242151654,1489,13.17,2.95,4000.84,1457.27,1905.13,972.5708,1449.8106,477.2398,Private Sector Bank,34.1832289792296,16.0342213521414,10.6,0.7,6.25,4.48013970037062,2020,4.91524654230724,TRUE,0.435106841936626,0,3.39343769505842,OK,39.5936622183864,10.6,0.7,6.45,5.81,37.347347,34.1832289792296,39.5936622183864
2020,KARNATAKA BANK LTD,2456.3781,2799.9344,1755.0114,549.0446,2207.0058,,56964.2718,83313.4876,71785.154,79.3538338024601,28.9079542825805,37.8829052283259,2.501067959,0.53,7.345869657,5.995761321,1512.09,12.88,3.08,4444.41,1635.22,2030.36,1224.9888,1656.7653,431.7765,Private Sector Bank,37.3195529152397,3.89593450275707,6.4,6,4.4,4.91524654230724,2021,5.02450137371518,TRUE,0.109254831407938,0,1.15323726620185,OK,43.7506250146432,6.4,6,3.871437,3.944641,33.785447,37.3195529152397,43.7506250146432
2021,KARNATAKA BANK LTD,2799.9344,2588.4144,1645.0522,501.9684,4364.1807,,51515.8462,85615.4289,75654.8616,68.0932396286348,31.4894778685313,46.997076212251,2.585,0.57,7.652,5.224,1512.27,14.85,3.19,4049.23,1679.11,2183.19,1425.711,1908.2804,482.5694,Private Sector Bank,36.4455629670427,-9.56463661842158,-1.2,7.3,4,5.02450137371518,2022,3.96388926725824,TRUE,-1.06061210645694,0,13.7116114462038,OK,55.0804770673506,-1.2,7.3,-5.777724706874,-4.145902641222,32.071601,36.4455629670427,55.0804770673506
2022,KARNATAKA BANK LTD,2588.4144,2250.8208,1376.9662,644.3993,3312.8214,,56783.1402,91583.9932,80386.8454,70.637354,32.965077,45.498502,2.811562,0.56,7.405057,4.594473,1702.72,15.66,2.42,3730.63,1810.92,2491.04,1125.3761,1633.9956,508.6195,Private Sector Bank,38.8238192929442,10.2246092970128,18.9,4.2,4,3.96388926725824,2023,3.82459693279926,TRUE,-0.139292334458986,0,10.2246092970128,OK,49.9984761114701,18.9,4.2,9.689592491912,9.375448587977,36.663675,38.8238192929442,49.9984761114701
2023,KARNATAKA BANK LTD,2250.8208,2292.9079,1021.2679,676.0788,4528.1558,,59951.6221,99058.3385,87368.0122,68.619648,32.972098,41.468741,3.341444,1.21,15.419856,4.514755,1702.66,17.45,1.7,4035.13,1969.45,3185.1,1027.9824,2208.2252,1180.2428,Private Sector Bank,55.4597068639347,5.57996949242339,14,6.7,6.5,3.82459693279926,2024,3.60574606250941,TRUE,-0.21885087028984,0,13.4902092029229,OK,44.8331308902551,14,6.7,7.609364977704,7.214814133485,35.24891,55.4597068639347,44.8331308902551
2024,KARNATAKA BANK LTD,2292.9079,2578.42,1129.177,680.0403,7036.5739,299.8337,71508.6408,116084.5729,97988.2232,72.976771,31.935514,37.334425,3.06655,1.19,13.705738,5.157266,1920.51,18,1.58,4999.777,2454.3368,3298.7325,857.0282,2163.3125,1306.2843,Private Sector Bank,56.2066304170771,19.2772410406557,12,7,6.5,3.60574606250941,2025,3.13827202667036,TRUE,-0.467474035839056,0,11.4993565479789,OK,33.238502648909,12,7,9.190754930285,8.559254114773,34.642678,56.2066304170771,33.238502648909
2025,KARNATAKA BANK LTD,2578.42,2402.08,1004.547,614.2621,6911.4724,,76541.4846,120961.7843,104807.4852,73.030552,31.75441,37.509203,2.793025,1.05,11.095995,5.460083,2088.76,19.85,1.31,5703.22,2752.86,3310.38,554.6711,1827.0389,1272.3678,Private Sector Bank,58.180118896956,7.03809182176485,9.8,6.7,6.25,3.13827202667036,,,FALSE,,,-15.2834588831923,OK,23.0912833877306,9.8,6.7,6.49476552384,6.414086697106,,58.180118896956,23.0912833877306
2005,KARUR VYSYA BANK LTD,239.23,241.91,75.75,64.782,316.7096,20,4619.8004,7884.8481,6672.1895,69.239646,24.436965,39.03132,3.424333,1.45,14.303926,5.13271,387,16.07,1.66,334.0732,170.6148,256.6928,93.8906,199.232,105.3414,Private Sector Bank,68.6867016659088,,14.1,2.6,6,5.23637341561337,2006,4.01678094616963,TRUE,-1.21959246944374,0,6.25027164091991,OK,38.8122028853706,14.1,2.6,7.92293807295951,7.05093547208952,29.739689583569,68.6867016659088,38.8122028853706
2006,KARUR VYSYA BANK LTD,241.91,223.15,44.83,84.7442,385.8796,25,5555.4436,9007.8878,7576.8383,73.321396,26.909369,42.788997,3.349352,1.65,16.582383,5.001743,439,14.79,0.81,367.9553,174.8525,282.8986,93.2916,228.6459,135.3543,Private Sector Bank,79.9103741877661,20.252892311105,14,3.9,6.5,4.01678094616963,2007,2.87807257114743,TRUE,-1.1387083750222,0,16.7778638724304,OK,41.8066771230114,14,3.9,7.92342866735518,8.28129114504204,32.8676900977815,79.9103741877661,41.8066771230114
2007,KARUR VYSYA BANK LTD,223.15,202.63,15.97,129.8676,465.2441,,7040.4757,11079.0078,9340.2929,75.377462,27.7081,37.944692,3.45612,1.53,16.540019,5.993232,489,14.51,0.23,520.29,192.48,347.11,113.7726,273.7797,160.0071,Private Sector Bank,92.1186398855056,26.7311164854594,17.1,7.8,7.75,2.87807257114743,2008,2.06187376859801,TRUE,-0.816198802549423,0,34.2959495988798,OK,56.1479543996447,17.1,7.8,8.06072889963741,8.05441849702261,33.498253505701,92.1186398855056,56.1479543996447
2008,KARUR VYSYA BANK LTD,202.63,194.26,17.29,174.8271,924.576,,9421.5273,14583.0263,12549.9929,75.071973,25.594336,33.71144,2.658011,1.63,18.492377,6.880749,604,12.58,0.18,765.35,216.22,341.05,99.429,307.76,208.331,Private Sector Bank,91.0995572943478,33.8194704656107,15.1,7.5,7.75,2.06187376859801,2009,1.97754431474982,TRUE,-0.0843294538481874,0,19.7503562161083,OK,51.1834654586636,15.1,7.5,7.66082415755608,7.3833652744116,38.7091453329433,91.0995572943478,51.1834654586636
2009,KARUR VYSYA BANK LTD,194.26,205.86,25.82,172.2306,791.5852,,10409.8805,17060.7431,15101.3894,68.933263,21.88928,36.322155,2.59393,1.49,18.568981,7.337097,638,14.92,0.25,1035.68,257.6,410.41,182.1799,418.0214,235.8415,Private Sector Bank,87.4574953852133,10.4903713435082,12.6,10.2,5,1.97754431474982,2010,1.75013049195749,TRUE,-0.227413822792332,0,-7.74133849795567,OK,88.496988244438,12.6,10.2,3.08669937408871,4.31239885000613,34.63759214019,87.4574953852133,88.496988244438
2010,KARUR VYSYA BANK LTD,205.86,235.34,30.87,167.698,1030.7902,,13446.9973,21934.7431,19271.8537,69.775318,23.532769,33.099322,2.897252,1.76,22.627308,6.844928,789,14.49,0.23,1193.05,348.65,564.9,127.191,463.2226,336.0316,Private Sector Bank,86.8828078524688,29.1753281894062,15.5,13.9,5,1.75013049195749,2011,1.28070091000999,TRUE,-0.469429581947498,0,29.5064046180086,OK,54.0456361009603,15.5,13.9,7.86188237155002,6.85655166937235,36.237403409036,86.8828078524688,54.0456361009603
2011,KARUR VYSYA BANK LTD,235.34,228.15,13.87,257.4076,1422.4299,,17814.4638,28224.8392,24721.8513,72.059586,23.280321,31.57879,3.057658,1.71,22.256785,6.357979,926,14.41,0.07,1450.84,430.6,766.85,184.9932,600.5841,415.5909,Private Sector Bank,93.9206662283585,32.4791208220143,19.9,10,6.75,1.28070091000999,2012,1.34029605281288,TRUE,0.0595951428028954,0,8.24046693949594,OK,81.084023668639,19.9,10,8.49758687599316,8.02988178640115,40.1198616832315,93.9206662283585,81.0840236686391
2012,KARUR VYSYA BANK LTD,228.15,320.99,78.78,305.8479,1615.0188,,23949.1864,37634.8885,32111.5926,74.581123,19.156902,31.272325,2.785091,1.56,20.806541,7.753244,984,14.33,0.33,2353.25,541.56,917.13,223.9889,725.7129,501.724,Private Sector Bank,75.4571793513817,34.436751332364,14.4,8.2,8.5,1.34029605281288,2013,0.969670211043196,TRUE,-0.370625841769688,0,31.7498212009595,OK,69.7806473721923,14.4,8.2,5.24131422482317,5.22332743548782,38.9523817758518,75.4571793513817,69.7806473721923
2013,KARUR VYSYA BANK LTD,320.99,285.86,108.74,370.9728,1257.6629,,29480.126,46733.3395,38652.9791,76.268703,19.245983,34.429657,2.746216,1.35,18.998228,7.969258,1014,14.41,0.37,3083.96,762.2,1158.47,298.5086,848.8315,550.3229,Private Sector Bank,61.9604001959001,23.0944780654428,13.8,11.2,7.5,0.969670211043196,2014,0.821307666249854,TRUE,-0.148362544793342,0,-52.4680073126143,ABOVE_100_SUSPECT,104.424753375778,13.8,11.2,5.45638755164234,5.41917342231536,39.5016796432622,61.9604001959001,104.424753375778
2014,KARUR VYSYA BANK LTD,285.86,279.18,139.91,419.4654,2126.7324,,33992.1337,51543.0563,43757.6842,77.682662,20.542444,37.023204,2.612441,0.86,13.400824,8.417276,1055,12.59,0.41,3832.26,1010.36,1283.71,408.1956,837.7951,429.5995,Private Sector Bank,49.8853786087829,15.3052524266687,13,11.9,8,0.821307666249854,2015,1.8770420947114,TRUE,1.05573442846155,1,10.4903713435082,ABOVE_100_SUSPECT,146.21233612723,13,11.9,6.38610640092723,6.05378518913893,35.1811624629026,49.8853786087829,146.21233612723
2015,KARUR VYSYA BANK LTD,279.18,677.78,280.97,627.1557,2065.7618,10,36108.9398,53152.4778,44690.2699,80.798214,22.023078,39.518094,2.800313,0.88,12.262589,8.00552,1130,14.62,0.78,3929.9743,1094.7773,1465.9011,487.6793,951.9639,464.2846,Private Sector Bank,58.545545752309,6.22734106273535,11,6.5,7.5,1.8770420947114,2016,1.30788811480023,TRUE,-0.569153979911178,0,12.7685372017072,OK,71.9524476968928,11,6.5,7.41022760516221,7.15478063868049,34.7632630741904,58.545545752309,71.9524476968928
2016,KARUR VYSYA BANK LTD,677.78,511.18,216.17,523.7743,2005.2828,130,39084.383,58984.7177,50078.9012,78.0456081572333,23.312238328424,43.4667943971381,3.17717594426552,1.03,12.8730171392241,7.24440186646309,1241,12.17,0.55,3662.0339,1185.1241,1781.398,735.4235,1303.058,567.6345,Private Sector Bank,57.7115693102234,8.24018433241289,10.5,5.1,6.75,1.30788811480023,2017,3.62721245910091,TRUE,2.31932434430068,1,20.915019828233,ABOVE_100_SUSPECT,143.867815642239,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,57.7115693102234,143.86781564224
2017,KARUR VYSYA BANK LTD,511.18,1483.81,1033.46,564.865,2225.6092,410,40907.7223,61807.6206,53699.8112,76.1785216481357,27.7256600485031,44.887804227614,3.43350121238608,1,12.6132751726702,6.6391675524392,1285,12.54,2.53,3548.6487,1284.9508,2073.7032,964.9849,1570.9676,605.9827,Private Sector Bank,30.3509209400125,4.66513517688125,11.8,4.4,6.25,3.62721245910091,2018,6.73158532530828,TRUE,3.10437286620737,1,55.2469954283616,OK,65.0342631468989,11.8,4.4,8.256306,7.972023,34.943218,30.3509209400125,65.0342631468989
2018,KARUR VYSYA BANK LTD,1483.81,3015.76,1862.83,725.9367,2234.138,325,44800.1452,66941.4325,56890.0906,78.7485917626575,29.1385589742759,40.7961854105776,3.56991254640924,0.53,6.11815494952258,5.98552534387005,1292,14.43,4.16,3401.539,1420.7224,2298.1143,1431.6534,1777.3256,345.6722,Private Sector Bank,38.2301642040481,9.51512986094558,11,2.2,6,6.73158532530828,2019,9.15910960240394,TRUE,2.42752427709567,1,36.5490376067557,OK,47.4723917022575,11,2.2,6.795383,6.231181,37.452479,38.2301642040481,47.4723917022575
2019,KARUR VYSYA BANK LTD,3015.76,4449.57,2420.34,541.4615,2393.2204,580,48580.814,69340.1144,59867.9519,81.1466109299122,29.9241681591583,39.5057697057114,3.46755500469007,0.31,3.32415130373263,5.72364289166633,1442,16,4.98,3453.0013,1614.8089,2362.8188,1499.9143,1710.7817,210.8674,Private Sector Bank,45.6050809404055,8.43896550585286,10.6,0.7,6.25,9.15910960240394,2020,9.13870474923594,TRUE,-0.0204048531680048,0,8.43896550585287,OK,33.7091966189991,10.6,0.7,6.45,5.81,37.347347,45.6050809404055,33.7091966189991
2020,KARUR VYSYA BANK LTD,4449.57,4212.77,1808.65,776.569003,1956.104963,260,46098.108163,68278.170077,59075.078623,78.0330881270336,31.3274389613672,43.9984855284787,3.412252144,0.32,3.609357084,5.916719388,1354,17.17,3.92,3642.044323,1741.710994,2347.941431,1525.823885,1760.848615,235.02473,Private Sector Bank,57.0674401878099,-5.11046570154218,6.4,6,4.4,9.13870474923594,2021,8.2259365201933,TRUE,-0.912768229042635,0,5.0703397026411,OK,36.2190170600341,6.4,6,3.871437,3.944641,33.785447,57.0674401878099,36.2190170600341
2021,KARUR VYSYA BANK LTD,4212.77,4142.87,1719.39,835.527,2678.5276,,50363.5056,74623.187784,63278.4342,79.590315779337,34.219913899197,48.8288480061642,3.302,0.49,5.301,4.926,1499,18.98,3.41,3110.91,1986.83,2359.51,932.1241,1291.5134,359.3893,Private Sector Bank,58.4976115591365,9.25286873361011,-1.2,7.3,4,8.2259365201933,2022,6.27692015459943,TRUE,-1.94901636559388,0,16.5565189407773,OK,22.4994774154149,-1.2,7.3,-5.777724706874,-4.145902641222,32.071601,58.4976115591365,22.4994774154149
